"DT_GERACAO";"HH_GERACAO";"AA_ELEICAO";"SG_UF";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"SQ_CANDIDATO";"NR_ORDEM";"DS_URL"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001598403;1;"https://www.professormarcosjuliano.com.br"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001598403;3;"https://www.instagram.com/profmarcosjuliano/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001598403;4;"https://www.youtube.com/channel/UC3WJF_D_YC-N2e7_zGHd6Mg"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001598403;6;"https://www.linkedin.com/in/marcos-juliano-pereira-513968234"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001598403;7;"https://twitter.com/marcosjuliano30"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001598409;3;"https://www.facebook.com/Flavianacarvalho30"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001598409;1;"https://novo.org.br/precandidato/flavianacarvalho/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001598409;4;"https://www.tiktok.com/@Flavianacarvalho3030"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001598409;2;"https://instagram.com/flavianacarvalho30"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001639146;1;"https://www.facebook.com/verissimo.moreira.7"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001644987;2;"https://www.facebook.com/gabriela.marques.927543"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001644987;1;"https://www.instagram.com/gabimarquesrj/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001644987;3;"https://www.gabichegou.com.br/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001603417;3;"https://www.youtube.com/c/AquilesBarreto"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001603417;1;"https://twitter.com/aquilesboficial"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001603417;4;"https://www.facebook.com/aquilesbarretooficial"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001603417;5;"https://www.instagram.com/aquilesbarretooficial/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001603417;2;"https://www.tiktok.com/@aquilesbarretooficial"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001620505;1;"http://www.murilofilho.com.br"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001636385;2;"https://www.facebook.com/gisele.santos.359778"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001636385;1;"https://www.instagram.com/gisele.santos30/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001636385;3;"https://instagram.com/gisele.santos30?igshid=YmMyMTA2M2Y="
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001636385;4;"https://www.instagram.com/giselesantosrio/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001636394;1;"https://www.instagram.com/xara.carlosboamorte/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001636394;4;"https://www.facebook.com/Xara.Carlos.Boa.Morte"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001636394;2;"https://www.facebook.com/profile.php?id=100006177769090"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001636394;3;"https://www.facebook.com/carlosxara"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001636394;5;"https://twitter.com/carlosboamortex"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001649578;1;"https://instagram.com/juniorcalfoficial@gmail.com"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001600417;1;"https://www.instagram.com/edsonlima375/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001600459;1;"https://www.instagram.com/celenasantosoficial/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001600459;2;"https://www.facebook.com/celenasantosqueimados"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001600468;6;"https://www.tiktok.com/@andrebarros5042federal"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001600468;3;"https://www.facebook.com/advogadoandrebarros"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001600468;5;"https://andre-barros.financie.de/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001600468;4;"https://twitter.com/advandrebarros"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001600468;7;"https://www.youtube.com/c/TVANDR%C3%89BARROS"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001600468;1;"https://www.instagram.com/advogadoandrebarros/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001600468;2;"https://www.youtube.com/results?search_query=advogado+Andr%C3%A9+Barros"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001649604;2;"https://www.facebook.com/profile.php?id=100009415077595"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001649604;1;"https://instagram.com/leandrosilva_patriota"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001649606;1;"https://www.facebook.com/marcelusedgren.dossantoscarneiro.10"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001649606;2;"https://instagran.com/marcelus.edgren"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001612221;1;"https://www.facebook.com/anacristina.neves.796"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001612221;2;"https://www.facebook.com/anacristina.santos.1840070"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001612227;2;"https://www.instagram.com/adrianabalthazar/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001612227;4;"https://www.tiktok.com/@adribalth"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001612227;3;"https://twitter.com/adribalth"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001612227;1;"https://www.facebook.com/adriana.balthazar"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001596715;3;"https://twiter.com/leniltonR"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001596715;1;"http://www.instagram.com/leniltonrodrigues"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001596715;2;"HTTP://www.facebook.com/lenilton.rodrigues.1"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001596771;2;"https://www.facebook.com/rosanefelixoficial"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001596771;3;"https://t.me/rosanefelixoficial"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001596771;4;"https://twitter.com/rosanefelix"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001596771;1;"https://www.instagram.com/rosanefelixoficial/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001596771;5;"https://www.rosanefelixoficial.com.br"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001619206;2;"https://www.facebook.com/Leonelbrizolarj"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001619206;3;"https://www.twitter.com/leonelbrizolarj"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001619206;1;"https://www.instagram.com/leonelbrizolarj"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001619206;5;"https://www.tiktok.com/@leonelbrizola1312"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001619206;4;"https://www.youtube.com/channel/UCKO8oA9MGd4l_ghFtpvZjtA"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001609523;1;"https://instagram.com/dionisiolinsoficial?igshid=YmMyMTA2M2Y="
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001609523;2;"https://www.facebook.com/dionisiolinsoficial"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001613839;1;"https://www.facebook.com/carlosalvarengarj/?ti=as"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001613875;2;"https://instagram.com/luisbibao?igshid=YmMyMTA2M2Y="
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001613875;1;"https://www.facebook.com/luisbibao.sousa"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001609670;1;"https://instagram.com/andrecampistaof?igshid=YmMyMTA2M2Y="
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001609670;2;"https://www.facebook.com/andrecampistaoficial"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001620524;1;"https://www.instagram.com/sandra_lopes"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001645824;2;"https://pt-br.facebook.com/ClarissaGarotinhoR"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001645824;6;"https://www.youtube.com/clarissagarotinho1"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001645824;3;"https://www.youtube.com/clarissagarotinho1"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001645824;4;"https://www.tiktok.com/@clarissagarotinhooficial"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001645824;5;"https://www.clarissasenadora.com.br/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001645824;7;"https://www.tiktok.com/@clarissagarotinhooficial"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001645824;1;"https://www.instagram.com/clarissagarotinho/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001619432;1;"https://www.instagram.com/evandreza/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001619433;1;"https://www.instagram.com/dutra.iza/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001609562;2;"https://www.facebook.com/Dr.Pedro.Archer"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001609562;3;"https://www.facebook.com/pedro.archer.1"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001609562;1;"https://instagram.com/dr.pedro.archer?igshid=YmMyMTA2M2Y="
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001609562;4;"https://www.tiktok.com/@dr.pedro.archer.oficial?_t=8UYXvRVdUiJ&-r=1"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001609578;1;"https://instagram.com/macaco_bombeiro?igshid=NWRhNmQxMjQ="
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001609578;2;"https://www.facebook.com/macaco.bombeiro"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001613892;2;"https://instagram.com/simoneschuchanof?igshid=YmMyMTA2M2Y="
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001613892;3;"https://www.facebook.com/simone.schuchanof"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001613892;1;"https://instagram.com/simone_schuchanof?igshid=YmMyMTA2M2Y="
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001612204;1;"https://www.facebook.com/gisele.luz/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001612204;3;"https://twitter.com/luzgisele/with_replies"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001612204;2;"https://www.instagram.com/luz.gisele/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001612212;3;"https://tiktok.com/@waltermleiras"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001612212;2;"https://www.facebook.com/walterleiras/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001612212;4;"https://twitter.com/waltermleiras/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001612212;1;"https://www.instagram.com/waltermleiras/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001612229;4;"HTTPS://www.facebook.com/joaovitor.pires.56"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001612229;3;"HTTPS://www.instagram.com/joaopiresx/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001612229;1;"https://joaopiresrj.com.br"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001612229;2;"HTTPS://twitter.com/joaopiresrj"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001596790;2;"https://www.facebook.com/drflaviooficial"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001596790;1;"https://www.instagram.com/drflaviooficial/"
"07/07/2023";"19:35:15";2022;"RJ";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";190001596790;3;"http://drflavio2245.com.br"
