"DT_GERACAO";"HH_GERACAO";"AA_ELEICAO";"SG_UF";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"SQ_CANDIDATO";"NR_ORDEM";"DS_URL"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001611962;4;"https://www.mutran.net"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001611962;1;"https://www.facebook.com/ricardo.mutran/"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001611962;2;"https://www.facebook.com/profile.php?id=100063931210530"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001611962;3;"https://www.instagram.com/ricardomutran/"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001643727;1;"http://putovisky.com.br"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001643727;4;"https://twitter.com/putovisky"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001643727;3;"http://instagram.com/puto.visky/"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001643727;5;"http://tiktok.com/putovisky"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001643727;2;"https://facebook.com/putovisky"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001643727;6;"https://youtube.com/channel/UCOV_4Pb_Ny35_oFoac9OWxw"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001643820;2;"https://www.instagram/rosidosocial"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001643820;1;"https://www.facebook/rosidosocial"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001611344;1;"https://www.instagram.com/joaodadooficial/"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001611344;3;"https://joaodado.com.br/"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001611344;4;"https://www.youtube.com/channel/UC_G7jw5EnWSo42RUszFhSTg"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001611344;2;"https://www.facebook.com/JoaoDado"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001611370;4;"https://www.instagram.com/silotisamira/"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001611370;2;"https://www.facebook.com/silotisamira"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001611370;1;"https://www.facebook.com/samira.siloti"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001611370;3;"https://www.facebook.com/profile.php?id=100009298117870"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001643878;1;"https://facebook.com/nenepatricio"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001643906;2;"https://instagram.com/Aurélia_Cinaqui"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001643906;1;"https://facebook.com/AuréliaCinaqui"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001643906;5;"https://youtube.com/AureliaCinaqui"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001643906;3;"https://twiiter.com/AureliaCinaqui"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001643906;4;"https://tiktok.com/Aurelia_Cinaqui"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001611473;2;"https://www.intagram.com/juliooliveira3260"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001611473;1;"https://www.facebook.com/julio.oliveira.750331"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001610496;1;"https://instagram.com/dreduardonobrega?igshid=YmMyMTA2M2Y="
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001613784;5;"https://twitter.com/eusoumaisadiniz"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001613784;1;"https://www.maisadiniz.com.br"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001613784;3;"https://www.tiktok.com/@eusoumaisadiniz"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001613784;4;"https://www.linkedin.com/in/eusoumaisadiniz/"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001613784;2;"https://www.instagram.com/eusoumaisadiniz/"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001613784;6;"https://www.kwai.com/eusoumaisadiniz"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001604939;1;"https://www.facebook.com/marco.bertaiolli/"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001604939;2;"https://www.instagram.com/marco.bertaiolli/"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001604939;3;"https://twitter.com/marcobertaiolli"
"07/07/2023";"19:35:15";2022;"SP";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";250001604939;4;"https://www.youtube.com/c/marcobertaiolli55"
